"director_id";"genre";"prob"
157;"Short";1.0
159;"Drama";1.0
164;"Documentary";1.0
165;"Action";0.0606061
165;"Adventure";0.030303
165;"Comedy";0.030303
165;"Documentary";0.818182
165;"Drama";0.151515
165;"Short";0.878788
165;"Western";0.030303
166;"Drama";1.0
166;"Romance";0.5
168;"Documentary";1.0
168;"Short";1.0
169;"Comedy";1.0
169;"Short";1.0
171;"Animation";1.0
171;"Short";1.0
172;"Documentary";1.0
173;"Documentary";1.0
174;"Animation";1.0
174;"Comedy";0.333333
174;"Short";1.0
175;"Comedy";1.0
177;"Comedy";0.666667
177;"Drama";0.333333
177;"Fantasy";0.333333
177;"Romance";0.666667
178;"Short";1.0
179;"Documentary";1.0
179;"Short";1.0
180;"Comedy";1.0
181;"Action";0.333333
181;"Crime";0.333333
181;"Drama";0.666667
181;"Musical";0.333333
181;"Romance";0.666667
181;"Thriller";0.333333
183;"Comedy";1.0
183;"Crime";1.0
184;"Drama";1.0
185;"Comedy";1.0
187;"Comedy";1.0
187;"Short";1.0
188;"Documentary";1.0
188;"Short";0.333333
189;"Comedy";1.0
193;"Action";0.1
193;"Adventure";0.133333
193;"Crime";0.0333333
193;"Drama";0.1
193;"Musical";0.1
193;"Mystery";0.0333333
193;"Short";0.0333333
193;"Western";0.833333
194;"Action";0.3
194;"Comedy";0.8
194;"Crime";0.2
194;"Drama";0.3
194;"Romance";0.1
194;"War";0.2
197;"Comedy";1.0
197;"Drama";1.0
198;"Short";1.0
199;"Drama";1.0
200;"Horror";1.0
201;"Short";1.0
202;"Comedy";1.0
203;"Crime";0.333333
203;"Drama";0.333333
203;"Short";0.333333
204;"Drama";1.0
206;"Drama";1.0
207;"Documentary";1.0
207;"Short";1.0
208;"Short";1.0
209;"Documentary";1.0
209;"Short";1.0
210;"Documentary";1.0
211;"Documentary";0.333333
211;"Drama";0.333333
211;"Romance";0.333333
211;"Short";1.0
212;"Comedy";1.0
212;"Drama";1.0
212;"Romance";1.0
213;"Action";1.0
213;"Adventure";1.0
213;"Mystery";1.0
213;"Thriller";1.0
214;"Short";1.0
216;"Short";1.0
217;"Comedy";1.0
217;"Short";1.0
218;"Comedy";0.333333
218;"Drama";0.333333
218;"Short";0.333333
219;"Drama";1.0
220;"Comedy";0.5
220;"Drama";0.5
221;"Documentary";1.0
221;"Music";1.0
222;"Drama";1.0
223;"Documentary";1.0
224;"Animation";1.0
224;"Short";1.0
225;"Comedy";1.0
226;"Drama";1.0
230;"Documentary";1.0
230;"Short";1.0
232;"Documentary";1.0
233;"Drama";1.0
234;"Comedy";1.0
234;"Short";1.0
235;"Crime";0.666667
235;"Drama";1.0
235;"Mystery";0.666667
236;"Horror";1.0
237;"Documentary";1.0
237;"Short";1.0
238;"Drama";1.0
238;"Short";1.0
239;"Short";1.0
242;"Animation";1.0
242;"Documentary";1.0
242;"War";1.0
243;"Drama";1.0
243;"Short";0.5
244;"Comedy";1.0
244;"Romance";1.0
246;"Action";0.2
246;"Comedy";0.4
246;"Documentary";0.2
246;"Drama";0.4
246;"Mystery";0.2
246;"Romance";0.2
246;"War";0.2
247;"Comedy";1.0
247;"Sci-Fi";1.0
249;"Short";1.0
250;"Adventure";1.0
251;"Comedy";0.125
251;"Documentary";0.25
251;"Drama";0.625
251;"Family";0.125
251;"Romance";0.25
252;"Short";1.0
253;"Comedy";1.0
256;"Comedy";0.5
256;"Drama";0.5
257;"Drama";1.0
257;"Short";1.0
258;"Action";1.0
258;"Documentary";1.0
258;"Short";1.0
259;"Comedy";0.333333
259;"Drama";0.666667
259;"Short";0.333333
263;"Comedy";0.5
263;"Documentary";0.25
263;"Drama";0.25
263;"Musical";0.25
265;"Documentary";1.0
265;"Short";1.0
266;"Short";1.0
268;"Documentary";0.75
268;"Short";0.75
269;"Documentary";1.0
269;"Short";0.666667
271;"Drama";1.0
271;"Romance";1.0
272;"Music";1.0
273;"Documentary";1.0
274;"Documentary";1.0
274;"Short";1.0
275;"Documentary";1.0
275;"Short";1.0
276;"Adventure";1.0
276;"Animation";1.0
276;"Fantasy";1.0
276;"Musical";1.0
278;"Drama";1.0
281;"Short";1.0
282;"Comedy";1.0
282;"Musical";0.5
286;"Documentary";1.0
286;"Short";0.25
287;"Crime";1.0
287;"Thriller";1.0
288;"Comedy";0.333333
288;"Documentary";0.333333
288;"Sci-Fi";0.333333
288;"Short";0.666667
288;"Thriller";0.333333
289;"Documentary";1.0
290;"Documentary";1.0
291;"Documentary";1.0
292;"Action";0.2
292;"Comedy";0.2
292;"Documentary";0.4
292;"Drama";0.4
292;"Family";0.2
292;"Short";0.4
293;"Comedy";1.0
295;"Drama";1.0
296;"Comedy";0.333333
296;"Drama";0.333333
296;"Musical";0.333333
296;"Romance";0.333333
297;"Comedy";0.4
297;"Drama";0.4
297;"Short";0.4
298;"Short";1.0
299;"Short";1.0
300;"Crime";1.0
300;"Drama";1.0
301;"Short";1.0
302;"Documentary";0.454545
302;"Drama";0.181818
302;"Short";0.636364
303;"Drama";1.0
303;"Short";1.0
304;"Comedy";0.125
304;"Documentary";0.125
304;"Drama";0.625
304;"Romance";0.125
304;"Short";0.25
305;"Comedy";1.0
306;"Drama";1.0
307;"Animation";1.0
307;"Comedy";0.5
307;"Short";1.0
309;"Documentary";1.0
309;"Drama";0.25
309;"Short";1.0
309;"War";0.25
310;"Comedy";1.0
310;"Short";1.0
311;"Animation";1.0
311;"Documentary";1.0
311;"Short";1.0
313;"Drama";1.0
313;"Musical";0.1
314;"Drama";1.0
315;"Drama";1.0
318;"Short";1.0
320;"Documentary";1.0
320;"Short";1.0
321;"Adventure";0.166667
321;"Comedy";0.333333
321;"Drama";0.333333
321;"Family";0.166667
321;"Fantasy";0.333333
321;"Horror";0.166667
321;"Music";0.333333
321;"Musical";0.166667
321;"Sci-Fi";0.166667
322;"Drama";1.0
322;"Short";1.0
323;"Action";0.586207
323;"Comedy";0.172414
323;"Crime";0.241379
323;"Drama";0.37931
323;"Horror";0.0344828
323;"Thriller";0.241379
325;"Comedy";0.5
325;"Drama";0.5
325;"Romance";0.5
325;"Short";0.5
328;"Short";1.0
332;"Short";1.0
335;"Fantasy";0.5
335;"Short";0.5
335;"Thriller";0.5
336;"Drama";1.0
336;"Short";1.0
337;"Drama";1.0
338;"Drama";1.0
338;"Short";1.0
339;"Documentary";0.5
339;"Drama";0.5
340;"Comedy";0.833333
340;"Crime";0.166667
342;"Animation";1.0
342;"Documentary";1.0
342;"Music";1.0
342;"Short";1.0
343;"Short";1.0
344;"Horror";1.0
346;"Comedy";1.0
346;"Drama";1.0
347;"Documentary";1.0
347;"Short";1.0
349;"Drama";0.25
349;"Short";0.75
350;"Drama";0.5
350;"Short";0.5
352;"Comedy";1.0
352;"Family";1.0
353;"Crime";1.0
353;"Mystery";1.0
354;"Crime";0.2
354;"Documentary";0.2
354;"Drama";1.0
354;"Short";0.2
357;"Short";1.0
359;"Documentary";0.666667
359;"Drama";0.333333
360;"Documentary";1.0
361;"Drama";1.0
365;"Drama";1.0
365;"Romance";1.0
367;"Adventure";0.111111
367;"Crime";0.777778
367;"Drama";0.777778
367;"Family";0.111111
372;"Documentary";0.6
372;"Short";1.0
373;"Comedy";1.0
373;"Romance";1.0
374;"Short";1.0
376;"Short";1.0
377;"Comedy";1.0
378;"Drama";1.0
380;"Short";1.0
382;"Animation";1.0
382;"Family";1.0
382;"Short";1.0
385;"Documentary";1.0
385;"Short";1.0
386;"Comedy";1.0
386;"Fantasy";1.0
386;"Mystery";1.0
386;"Romance";1.0
387;"Drama";1.0
391;"Comedy";1.0
391;"Romance";1.0
391;"Short";1.0
392;"Comedy";0.666667
392;"Drama";0.333333
392;"Family";0.333333
393;"Comedy";0.5
393;"Thriller";0.5
394;"Action";1.0
394;"Crime";1.0
394;"Horror";1.0
395;"Short";1.0
397;"Horror";1.0
398;"Drama";1.0
398;"Thriller";1.0
399;"Music";1.0
399;"Short";1.0
400;"Short";1.0
402;"Horror";1.0
402;"Thriller";1.0
404;"Drama";0.5
404;"Short";1.0
405;"Animation";1.0
405;"Documentary";0.5
405;"Drama";0.5
405;"Fantasy";0.5
405;"Sci-Fi";1.0
408;"Documentary";0.4
408;"Family";0.2
408;"Short";1.0
409;"Horror";1.0
409;"Thriller";1.0
410;"Horror";1.0
412;"Drama";1.0
418;"Mystery";1.0
420;"Documentary";1.0
420;"Drama";0.166667
421;"Documentary";1.0
421;"Short";1.0
422;"Short";1.0
423;"Horror";1.0
423;"Thriller";1.0
427;"Action";0.166667
427;"Adventure";0.166667
427;"Comedy";0.666667
427;"Family";0.333333
427;"Short";0.833333
428;"Action";0.333333
428;"Comedy";0.111111
428;"Crime";0.111111
428;"Drama";0.185185
428;"Horror";0.333333
428;"Sci-Fi";0.259259
428;"Western";0.222222
429;"Adventure";0.75
429;"Animation";0.75
429;"Comedy";0.75
429;"Family";0.75
429;"Fantasy";0.75
429;"Music";0.25
429;"Romance";0.5
429;"Short";0.25
430;"Short";1.0
432;"Documentary";1.0
433;"Music";1.0
434;"Thriller";1.0
435;"Drama";0.105263
435;"Western";0.894737
437;"Short";1.0
438;"Drama";0.75
438;"Short";1.0
438;"Thriller";0.25
439;"Drama";1.0
440;"Fantasy";1.0
441;"Action";1.0
441;"Comedy";1.0
441;"Drama";1.0
441;"Fantasy";1.0
443;"Western";1.0
444;"Comedy";1.0
444;"Short";1.0
446;"Comedy";1.0
446;"Drama";1.0
448;"Crime";1.0
449;"Crime";1.0
450;"Drama";1.0
450;"Thriller";1.0
451;"Comedy";1.0
451;"Crime";0.5
451;"Short";0.5
452;"Drama";1.0
454;"Crime";1.0
454;"Thriller";1.0
455;"Comedy";0.666667
455;"Short";1.0
456;"Drama";0.5
456;"Short";0.5
457;"Comedy";1.0
457;"Sci-Fi";1.0
457;"Short";1.0
458;"Drama";1.0
458;"Thriller";1.0
461;"Comedy";0.2
461;"Documentary";0.8
461;"Drama";0.2
462;"Drama";1.0
462;"War";0.333333
463;"Documentary";1.0
464;"Documentary";1.0
466;"Thriller";1.0
467;"Documentary";1.0
470;"Documentary";1.0
471;"Documentary";1.0
473;"Action";1.0
473;"Crime";1.0
473;"Drama";1.0
473;"Music";1.0
475;"Action";1.0
475;"Drama";1.0
475;"Family";1.0
475;"Musical";1.0
475;"Romance";1.0
478;"Documentary";1.0
478;"Music";1.0
480;"Documentary";1.0
480;"Short";1.0
481;"Short";1.0
483;"Drama";1.0
485;"Comedy";0.5
485;"Short";0.5
487;"Comedy";0.111111
487;"Documentary";1.0
489;"Comedy";0.5
489;"Musical";0.5
489;"Short";0.5
490;"Drama";1.0
491;"Short";1.0
492;"Comedy";0.5
492;"Drama";0.5
492;"Short";0.5
493;"Comedy";0.5
493;"Horror";1.0
494;"Comedy";1.0
495;"Short";1.0
496;"Comedy";1.0
496;"Musical";1.0
497;"Drama";0.6
497;"Horror";0.2
497;"Mystery";0.2
498;"Drama";1.0
498;"Sci-Fi";1.0
498;"Short";1.0
499;"Comedy";1.0
499;"Drama";0.5
499;"Music";0.5
500;"Adventure";1.0
500;"Animation";1.0
500;"Comedy";1.0
500;"Fantasy";1.0
500;"Romance";1.0
502;"Animation";1.0
502;"Short";1.0
503;"Adventure";1.0
503;"Documentary";1.0
504;"Comedy";0.666667
504;"Drama";0.333333
504;"Romance";0.333333
504;"Short";1.0
505;"Short";1.0
506;"Documentary";1.0
507;"Drama";1.0
508;"Comedy";0.363636
508;"Documentary";0.272727
508;"Drama";0.545455
508;"Music";0.0909091
509;"Horror";1.0
510;"Animation";1.0
510;"Family";1.0
510;"Short";1.0
511;"Documentary";1.0
512;"Adventure";0.0175439
512;"Comedy";0.245614
512;"Crime";0.0877193
512;"Drama";0.614035
512;"Fantasy";0.0175439
512;"Musical";0.0175439
512;"Mystery";0.0175439
512;"Romance";0.0877193
512;"Short";0.210526
512;"War";0.0175439
512;"Western";0.0350877
513;"Crime";1.0
513;"Mystery";1.0
513;"Short";1.0
514;"Documentary";1.0
514;"Music";0.333333
515;"Comedy";0.8
515;"Drama";0.2
515;"Musical";0.2
516;"Drama";1.0
518;"Action";1.0
518;"Crime";1.0
518;"Drama";1.0
520;"Action";0.230769
520;"Adventure";0.153846
520;"Crime";0.230769
520;"Drama";0.153846
520;"Mystery";0.0769231
520;"Sci-Fi";0.230769
520;"War";0.0769231
520;"Western";0.153846
523;"Short";1.0
524;"Comedy";1.0
525;"Musical";1.0
526;"Documentary";1.0
527;"Comedy";0.571429
527;"Drama";0.571429
527;"Fantasy";0.285714
527;"Music";0.857143
527;"Musical";0.142857
527;"Romance";0.285714
528;"Documentary";0.666667
528;"Short";1.0
529;"Documentary";1.0
529;"Short";1.0
530;"Drama";1.0
531;"Short";1.0
535;"Drama";1.0
535;"Short";0.5
537;"Musical";1.0
538;"Drama";1.0
538;"Romance";1.0
539;"Comedy";1.0
539;"Short";1.0
540;"Comedy";1.0
541;"Comedy";1.0
541;"Short";1.0
542;"Drama";1.0
543;"Drama";0.666667
543;"Short";0.333333
544;"Documentary";1.0
544;"Short";1.0
545;"Drama";1.0
545;"Short";1.0
550;"Comedy";1.0
551;"Comedy";1.0
551;"Short";1.0
553;"Comedy";0.25
553;"Documentary";0.5
553;"Horror";0.25
553;"Short";0.5
558;"Drama";0.5
558;"War";1.0
561;"Comedy";1.0
562;"Documentary";1.0
563;"Action";0.4
563;"Crime";0.2
563;"Drama";0.4
563;"Family";0.2
564;"Drama";1.0
565;"Family";1.0
565;"Fantasy";1.0
566;"Drama";1.0
567;"Drama";1.0
569;"Documentary";0.666667
569;"Mystery";0.333333
571;"Musical";1.0
574;"Drama";1.0
575;"Musical";1.0
576;"Documentary";1.0
577;"Comedy";0.5
577;"Drama";0.5
577;"Thriller";0.5
578;"Short";1.0
579;"Short";1.0
580;"Comedy";1.0
581;"Documentary";0.25
581;"Short";1.0
582;"Short";1.0
585;"Documentary";1.0
586;"Action";1.0
586;"Crime";1.0
586;"Drama";1.0
586;"Musical";1.0
591;"Documentary";1.0
592;"Comedy";0.857143
592;"Drama";0.285714
593;"Adventure";0.285714
593;"Comedy";0.142857
593;"Crime";0.428571
593;"Family";0.285714
594;"Short";1.0
595;"Short";1.0
596;"Comedy";1.0
596;"Romance";1.0
597;"Documentary";0.666667
597;"Drama";0.333333
598;"Animation";0.5
598;"Comedy";0.5
598;"Musical";0.5
598;"Short";1.0
601;"Documentary";1.0
602;"Documentary";1.0
604;"Family";1.0
607;"Action";1.0
607;"Comedy";0.5
607;"Drama";0.5
607;"Romance";0.5
611;"Documentary";0.833333
611;"Drama";0.166667
611;"Sci-Fi";0.166667
611;"Short";0.166667
612;"Documentary";1.0
613;"Crime";1.0
613;"Short";1.0
615;"Action";0.333333
615;"Adventure";0.333333
615;"Comedy";0.333333
615;"Crime";0.333333
615;"Drama";0.333333
615;"Fantasy";0.333333
615;"Horror";0.666667
615;"Thriller";0.333333
617;"Drama";1.0
617;"War";0.5
618;"Crime";0.666667
618;"Drama";1.0
618;"Romance";0.333333
619;"Romance";1.0
620;"Comedy";1.0
621;"Comedy";0.157895
621;"Documentary";0.0526316
621;"Drama";0.684211
621;"Romance";0.0526316
621;"Short";0.263158
621;"War";0.0526316
622;"Comedy";1.0
626;"Animation";1.0
626;"Short";1.0
627;"Short";1.0
628;"Animation";1.0
628;"Short";1.0
630;"Documentary";1.0
630;"Short";1.0
631;"Comedy";1.0
632;"Comedy";1.0
632;"Short";1.0
634;"Short";1.0
636;"Short";1.0
638;"Action";1.0
638;"Crime";1.0
638;"Thriller";1.0
639;"Comedy";0.333333
639;"Drama";0.333333
639;"Horror";0.333333
639;"Sci-Fi";0.333333
640;"Drama";1.0
641;"Comedy";1.0
642;"Drama";1.0
642;"Short";1.0
643;"Documentary";1.0
643;"Short";1.0
644;"Documentary";1.0
644;"Short";1.0
646;"Short";1.0
647;"Short";1.0
648;"Adventure";0.111111
648;"Comedy";0.259259
648;"Documentary";0.111111
648;"Drama";0.555556
648;"Family";0.037037
648;"Fantasy";0.037037
648;"Horror";0.0740741
648;"Musical";0.111111
648;"Mystery";0.111111
648;"Short";0.148148
648;"Western";0.296296
649;"Drama";1.0
649;"Short";1.0
650;"Drama";0.5
650;"Short";1.0
651;"Horror";1.0
651;"Short";1.0
652;"Short";1.0
653;"Comedy";0.833333
653;"Drama";0.166667
653;"Fantasy";0.166667
653;"Short";0.333333
655;"Drama";0.5
655;"Short";0.5
656;"Comedy";1.0
656;"Short";1.0
657;"Action";0.2
657;"Comedy";0.1
657;"Documentary";0.2
657;"Drama";0.8
657;"Family";0.1
657;"Romance";0.3
657;"Short";0.1
657;"War";0.1
659;"Fantasy";1.0
659;"Short";1.0
660;"Drama";1.0
660;"Short";1.0
663;"Drama";1.0
663;"Short";1.0
664;"Short";1.0
665;"Short";1.0
666;"Documentary";1.0
666;"Short";1.0
667;"Comedy";0.338462
667;"Documentary";0.415385
667;"Drama";0.0615385
667;"Family";0.0153846
667;"Horror";0.0307692
667;"Musical";0.107692
667;"Short";0.538462
667;"Thriller";0.0153846
668;"Short";1.0
669;"Short";1.0
670;"Documentary";0.5
670;"Short";1.0
671;"Short";1.0
672;"Documentary";1.0
674;"Comedy";0.25
674;"Drama";0.25
674;"Short";0.75
675;"Drama";0.5
675;"Short";1.0
676;"Drama";1.0
676;"Short";1.0
677;"Action";0.5
677;"Comedy";0.5
677;"Short";0.5
680;"Drama";1.0
681;"Action";0.5
681;"Drama";0.5
682;"Documentary";1.0
684;"Action";0.5
684;"Comedy";0.166667
684;"Crime";0.5
684;"Documentary";0.166667
684;"Drama";0.666667
684;"Romance";0.333333
685;"Action";0.5
685;"Comedy";0.5
685;"Thriller";0.5
686;"Animation";1.0
686;"Family";1.0
686;"Short";1.0
687;"Comedy";1.0
687;"Short";1.0
688;"Drama";1.0
688;"Romance";1.0
689;"Documentary";1.0
689;"Drama";1.0
689;"Music";1.0
690;"Comedy";1.0
690;"Drama";1.0
690;"Short";1.0
691;"Horror";1.0
691;"Mystery";1.0
691;"Thriller";1.0
696;"Documentary";1.0
699;"Animation";1.0
699;"Documentary";1.0
699;"Short";1.0
700;"Comedy";1.0
700;"Drama";1.0
700;"Short";1.0
702;"Short";1.0
704;"Comedy";1.0
706;"Documentary";1.0
709;"Short";1.0
710;"Drama";1.0
710;"Family";1.0
712;"Documentary";1.0
712;"Short";1.0
713;"Short";1.0
714;"Action";0.5
714;"Comedy";0.5
714;"Drama";0.5
714;"Family";0.5
714;"Romance";0.5
714;"Thriller";0.5
716;"Action";1.0
716;"Sci-Fi";1.0
717;"Drama";0.75
717;"Mystery";0.25
717;"Romance";0.25
717;"War";0.25
718;"Documentary";0.5
718;"Drama";0.5
719;"Documentary";1.0
719;"Short";1.0
720;"Comedy";1.0
722;"Drama";1.0
723;"Action";1.0
723;"Crime";0.333333
723;"Drama";0.333333
723;"Family";0.333333
723;"Thriller";0.333333
724;"Romance";1.0
726;"Short";1.0
727;"Horror";1.0
727;"Thriller";0.333333
728;"Action";1.0
729;"Action";0.138889
729;"Comedy";0.0277778
729;"Crime";0.0833333
729;"Drama";0.861111
729;"Romance";0.111111
729;"Thriller";0.0555556
729;"War";0.0833333
730;"Drama";1.0
730;"Romance";1.0
731;"Drama";1.0
732;"Short";1.0
733;"Action";0.714286
733;"Family";0.285714
733;"Fantasy";0.428571
733;"Horror";0.285714
733;"Mystery";0.285714
733;"Sci-Fi";0.285714
734;"Action";1.0
734;"Adventure";1.0
734;"Animation";1.0
735;"Documentary";1.0
735;"Short";1.0
737;"Documentary";1.0
737;"Short";0.333333
738;"Documentary";1.0
739;"Documentary";1.0
740;"Animation";0.5
740;"Short";0.5
742;"Comedy";0.5
742;"Romance";0.5
742;"Short";0.5
743;"Comedy";0.5
743;"Documentary";0.5
743;"Short";0.5
744;"Comedy";0.666667
744;"Crime";0.333333
745;"Documentary";1.0
746;"Short";1.0
748;"Action";1.0
748;"Drama";0.5
748;"Musical";0.5
748;"Thriller";0.5
749;"Drama";0.25
749;"Horror";0.25
749;"Short";0.75
750;"Drama";1.0
751;"Drama";0.5
751;"Western";0.5
752;"Short";1.0
754;"Documentary";1.0
756;"Drama";1.0
756;"Short";1.0
757;"Crime";1.0
757;"Drama";1.0
758;"Documentary";1.0
759;"Short";1.0
766;"Short";1.0
767;"Comedy";1.0
767;"Drama";1.0
768;"Documentary";1.0
768;"Short";0.5
769;"Short";1.0
770;"Drama";1.0
771;"Drama";0.666667
771;"Short";0.666667
772;"Short";1.0
773;"Comedy";0.5
773;"Romance";0.5
773;"Short";0.5
774;"Action";0.333333
774;"Adventure";0.333333
774;"Crime";0.666667
774;"Drama";0.333333
776;"Short";1.0
777;"Romance";1.0
778;"Drama";1.0
779;"Documentary";1.0
780;"Action";1.0
780;"Animation";1.0
780;"Comedy";1.0
781;"Drama";1.0
781;"Horror";1.0
782;"Crime";0.5
782;"Drama";0.5
782;"Romance";0.5
786;"Crime";0.333333
786;"Drama";0.333333
786;"Short";1.0
787;"Short";1.0
788;"Documentary";1.0
790;"Documentary";1.0
791;"Comedy";1.0
792;"Drama";0.666667
792;"Short";0.333333
794;"Crime";0.333333
794;"Drama";0.333333
794;"Horror";0.333333
794;"Sci-Fi";0.333333
794;"Short";0.333333
795;"Short";1.0
796;"Documentary";1.0
796;"Short";1.0
798;"Drama";1.0
799;"Documentary";1.0
799;"Short";1.0
801;"Comedy";0.2
801;"Drama";0.6
801;"Romance";0.2
806;"Documentary";1.0
806;"Short";0.6
808;"Drama";1.0
808;"Horror";0.5
808;"Short";0.5
808;"Thriller";0.5
809;"Adventure";0.25
809;"Drama";0.5
809;"Fantasy";0.25
809;"Romance";0.25
810;"Documentary";1.0
811;"Action";1.0
811;"Adventure";1.0
811;"Animation";1.0
811;"Fantasy";1.0
811;"Horror";1.0
812;"Animation";1.0
812;"Comedy";1.0
813;"Action";1.0
813;"Adventure";1.0
813;"Animation";1.0
813;"Drama";1.0
